0.0 0.01 0.0
0.0 0.02 0.0
0.0 0.03 0.0
0.0 0.04 0.0
0.0 0.05 0.0
0.0 0.06 0.0
0.0 0.07 0.0
0.0 0.08 0.0
0.0 0.09 0.0
0.0 0.1 0.0
0.0 0.11 0.0
0.0 0.12 0.0
0.0 0.13 0.0
0.0 0.14 0.0
0.0 0.15 0.0
0.0 0.16 0.0
0.0 0.17 0.0
0.0 0.18 0.0
0.0 0.19 0.0
0.0 0.2 0.0
0.0 0.21 0.0
0.0 0.22 0.0
0.0 0.23 0.0
0.0 0.24 0.0
0.0 0.25 0.0
0.0 0.26 0.0
0.0 0.27 0.0
0.0 0.28 0.0
0.0 0.29 0.0
0.0 0.3 0.0
0.0 0.31 0.0
0.0 0.32 0.0
0.0 0.33 0.0
0.0 0.34 0.0
0.0 0.35 0.0
0.0 0.36 0.0
0.0 0.37 0.0
0.0 0.38 0.0
0.0 0.39 0.0
0.0 0.4 0.0
0.0 0.41 0.0
0.0 0.42 0.0
0.0 0.43 0.0
0.0 0.44 0.0
0.0 0.45 0.0
0.0 0.46 0.0
0.0 0.47 0.0
0.0 0.48 0.0
0.0 0.49 0.0
0.0 0.5 0.0
0.0 0.51 0.0
0.0 0.52 0.0
0.0 0.53 0.0
0.0 0.54 0.0
0.0 0.55 0.0
0.0 0.56 0.0
0.0 0.57 0.0
0.0 0.58 0.0
0.0 0.59 0.0
0.0 0.6 0.0
0.0 0.61 0.0
0.0 0.62 0.0
0.0 0.63 0.0
0.0 0.64 0.0
0.0 0.65 0.0
0.0 0.66 0.0
0.0 0.67 0.0
0.0 0.68 0.0
0.0 0.6900000000000001 0.0
0.0 0.7000000000000001 0.0
0.0 0.71 0.0
0.0 0.72 0.0
0.0 0.73 0.0
0.0 0.74 0.0
0.0 0.75 0.0
0.0 0.76 0.0
0.0 0.77 0.0
0.0 0.78 0.0
0.0 0.79 0.0
0.0 0.8 0.0
0.0 0.81 0.0
0.0 0.8200000000000001 0.0
0.0 0.8300000000000001 0.0
0.0 0.84 0.0
0.0 0.85 0.0
0.0 0.86 0.0
0.0 0.87 0.0
0.0 0.88 0.0
0.0 0.89 0.0
0.0 0.9 0.0
0.0 0.91 0.0
0.0 0.92 0.0
0.0 0.93 0.0
0.0 0.9400000000000001 0.0
0.0 0.9500000000000001 0.0
0.0 0.96 0.0
0.0 0.97 0.0
0.0 0.98 0.0
0.0 0.99 0.0
0.01 0.01 0.0005395423300145006
0.01 0.02 0.0004923615127430513
0.01 0.03 0.0004479857999638501
0.01 0.04 0.0004063872461120589
0.01 0.05 0.0003675244548439101
0.01 0.06 0.0003313431908800457
0.01 0.07 0.0002977771720725983
0.01 0.08 0.0002667490224235042
0.01 0.09 0.00023817136323515953
0.01 0.1 0.0002119480167929247
0.01 0.11 0.00018797529503613436
0.01 0.12 0.00016614334461064612
0.01 0.13 0.00014633751951560747
0.01 0.14 0.00012843975322830714
0.01 0.15 0.00011232990365209194
0.01 0.16 9.7887046391118e-05
0.01 0.17 8.499069460203568e-05
0.01 0.18 7.352192687362646e-05
0.01 0.19 6.336440810804367e-05
0.01 0.2 5.440529207535738e-05
0.01 0.21 4.65359980509894e-05
0.01 0.22 3.965285759699455e-05
0.01 0.23 3.3657630992736665e-05
0.01 0.24 2.8457895969141722e-05
0.01 0.25 2.396731416870468e-05
0.01 0.26 2.0105783093249396e-05
0.01 0.27 1.6799483176233032e-05
0.01 0.28 1.3980831013421513e-05
0.01 0.29 1.1588350716421059e-05
0.01 0.3 9.56647583934267e-06
0.01 0.31 7.865294407619072e-06
0.01 0.32 6.4402493010762285e-06
0.01 0.33 5.251805663963882e-06
0.01 0.34 4.26509619648463e-06
0.01 0.35000000000000003 3.4495541811618846e-06
0.01 0.36 2.7785429805859962e-06
0.01 0.37 2.228989556471439e-06
0.01 0.38 1.781028363789794e-06
0.01 0.39 1.4176608032351323e-06
0.01 0.4 1.124434310773026e-06
0.01 0.41000000000000003 8.891441517777654e-07
0.01 0.42 7.015600884258122e-07
0.01 0.43 5.53179318268926e-07
0.01 0.44 4.370064427133835e-07
0.01 0.45 3.473607214643515e-07
0.01 0.46 2.7971049430808304e-07
0.01 0.47000000000000003 2.3053440044440432e-07
0.01 0.48 1.9720888480567744e-07
0.01 0.49 1.7792143656991666e-07
0.01 0.5 1.716090420877947e-07
0.01 0.51 1.779214365282833e-07
0.01 0.52 1.9720888472241072e-07
0.01 0.53 2.305344003472598e-07
0.01 0.54 2.797104942109385e-07
0.01 0.55 3.4736072136720697e-07
0.01 0.56 4.3700644256072785e-07
0.01 0.5700000000000001 5.531793180885147e-07
0.01 0.58 7.01560088245401e-07
0.01 0.59 8.891441515695986e-07
0.01 0.6 1.1244343105232257e-06
0.01 0.61 1.4176608030130877e-06
0.01 0.62 1.781028363581627e-06
0.01 0.63 2.2289895562493944e-06
0.01 0.64 2.7785429803917072e-06
0.01 0.65 3.449554180995351e-06
0.01 0.66 4.265096196345852e-06
0.01 0.67 5.251805663894493e-06
0.01 0.68 6.440249300951328e-06
0.01 0.6900000000000001 7.86529440750805e-06
0.01 0.7000000000000001 9.566475839231647e-06
0.01 0.71 1.1588350716337792e-05
0.01 0.72 1.3980831013338246e-05
0.01 0.73 1.679948317612201e-05
0.01 0.74 2.0105783093138374e-05
0.01 0.75 2.396731416863529e-05
0.01 0.76 2.845789596908621e-05
0.01 0.77 3.365763099263952e-05
0.01 0.78 3.9652857596841895e-05
0.01 0.79 4.6535998050836747e-05
0.01 0.8 5.440529207519085e-05
0.01 0.81 6.33644081078355e-05
0.01 0.8200000000000001 7.352192687340442e-05
0.01 0.8300000000000001 8.499069460178588e-05
0.01 0.84 9.788704639092372e-05
0.01 0.85 0.0001123299036518699
0.01 0.86 0.0001284397532280504
0.01 0.87 0.0001463375195153091
0.01 0.88 0.00016614334461032693
0.01 0.89 0.00018797529503577354
0.01 0.9 0.00021194801679250835
0.01 0.91 0.00023817136323470156
0.01 0.92 0.0002667490224229907
0.01 0.93 0.00029777717207203624
0.01 0.9400000000000001 0.0003313431908794316
0.01 0.9500000000000001 0.00036752445484326476
0.01 0.96 0.0004063872461114379
0.01 0.97 0.0004479857999632377
0.01 0.98 0.0004923615127424546
0.01 0.99 0.0005395423300139065
0.02 0.01 0.000773134246543023
0.02 0.02 0.0007251283544974282
0.02 0.03 0.0006791115894803895
0.02 0.04 0.0006350740270384923
0.02 0.05 0.0005930008735230384
0.02 0.06 0.0005528725764354855
0.02 0.07 0.0005146649694254338
0.02 0.08 0.0004783494501645613
0.02 0.09 0.0004438931889342995
0.02 0.1 0.00041125936541790836
0.02 0.11 0.0003804074308833144
0.02 0.12 0.0003512933926853312
0.02 0.13 0.00032387011781180586
0.02 0.14 0.0002980876520459891
0.02 0.15 0.00027389355122275916
0.02 0.16 0.0002512332210154872
0.02 0.17 0.00023005026170661025
0.02 0.18 0.000210286814462321
0.02 0.19 0.00019188390575257397
0.02 0.2 0.00017478178672174216
0.02 0.21 0.00015892026452490882
0.02 0.22 0.00014423902288947243
0.02 0.23 0.00013067792943891043
0.02 0.24 0.00011817732761842947
0.02 0.25 0.00010667831138436168
0.02 0.26 9.612298115316276e-05
0.02 0.27 8.645467984863542e-05
0.02 0.28 7.761820822739518e-05
0.02 0.29 6.95600190001866e-05
0.02 0.3 6.22283895925918e-05
0.02 0.31 5.557357369871674e-05
0.02 0.32 4.954793207431751e-05
0.02 0.33 4.410604327935441e-05
0.02 0.34 3.920479532233678e-05
0.02 0.35000000000000003 3.4803459368640266e-05
0.02 0.36 3.086374685162818e-05
0.02 0.37 2.7349851475191866e-05
0.02 0.38 2.422847770496006e-05
0.02 0.39 2.1468857427695e-05
0.02 0.4 1.9042756502871128e-05
0.02 0.41000000000000003 1.69244729445045e-05
0.02 0.42 1.5090828454841776e-05
0.02 0.43 1.3521154984735828e-05
0.02 0.44 1.219727792142744e-05
0.02 0.45 1.1103497406156349e-05
0.02 0.46 1.0226569162108401e-05
0.02 0.47000000000000003 9.555686070236713e-06
0.02 0.48 9.082461571205402e-06
0.02 0.49 8.800915795748043e-06
0.02 0.5 8.707465138924064e-06
