1.000000000000000056e-01	1.163591397540688797e-03
2.999999999999999889e-01	3.490774209349031473e-03
5.000000000000000000e-01	5.817957052147804640e-03
6.999999999999999556e-01	8.145139959900933938e-03
9.000000000000000222e-01	9.637733190750900208e-03
1.100000000000000089e+00	8.054442376434340495e-03
1.300000000000000044e+00	4.456569360036130578e-02
1.500000000000000000e+00	8.116670859885669054e-02
1.699999999999999956e+00	1.164272613121329764e-01
1.899999999999999911e+00	1.501256560759190173e-01
2.100000000000000089e+00	1.825925024795172213e-01
2.299999999999999822e+00	2.141759665046810146e-01
2.500000000000000000e+00	2.450299341954327303e-01
2.700000000000000178e+00	2.749117278045313251e-01
2.899999999999999911e+00	3.028709541072675537e-01
3.100000000000000089e+00	3.282373342927739079e-01
3.299999999999999822e+00	3.510659188807698228e-01
3.500000000000000000e+00	3.715262238259087191e-01
3.700000000000000178e+00	3.896715127304851700e-01
3.899999999999999911e+00	4.057335494571770451e-01
4.099999999999999645e+00	4.201651258967556979e-01
4.299999999999999822e+00	4.334091941675831672e-01
4.500000000000000000e+00	4.458242583888307187e-01
4.700000000000000178e+00	4.577347257363778565e-01
4.900000000000000355e+00	4.693880039327057996e-01
5.099999999999999645e+00	4.809470625764669660e-01
5.299999999999999822e+00	4.925472842116624395e-01
5.500000000000000000e+00	5.042390299350094640e-01
5.700000000000000178e+00	5.160478177127193478e-01
5.900000000000000355e+00	5.279715604698461684e-01
6.099999999999999645e+00	5.400528583717806308e-01
6.299999999999999822e+00	5.523375874835902977e-01
6.500000000000000000e+00	5.648575690425865492e-01
6.700000000000000178e+00	5.775801614106460535e-01
6.900000000000000355e+00	5.904303529576213627e-01
7.099999999999999645e+00	6.032622145395766244e-01
7.299999999999999822e+00	6.159472189332845238e-01
7.500000000000000000e+00	6.285828356242355586e-01
7.700000000000000178e+00	6.412124613051691790e-01
7.900000000000000355e+00	6.538747519139155306e-01
8.099999999999999645e+00	6.667632638763681951e-01
8.300000000000000711e+00	6.801237084727909110e-01
8.500000000000000000e+00	6.941666956109890929e-01
8.699999999999999289e+00	7.090833342095735903e-01
8.900000000000000355e+00	7.250674656182591882e-01
9.099999999999999645e+00	7.423602911617391831e-01
9.300000000000000711e+00	7.613912753305231984e-01
9.500000000000000000e+00	7.825850583468313415e-01
9.699999999999999289e+00	8.061998081833060548e-01
9.900000000000000355e+00	8.322805808621855927e-01
1.009999999999999964e+01	8.607535072591444569e-01
1.030000000000000071e+01	8.915584887432008721e-01
1.050000000000000000e+01	9.245719349213056271e-01
1.069999999999999929e+01	9.595056643658999018e-01
1.090000000000000036e+01	9.957003907195129955e-01
1.109999999999999964e+01	1.032566871191175961e+00
1.130000000000000071e+01	1.069703683430893282e+00
1.150000000000000000e+01	1.106926633531509108e+00
1.169999999999999929e+01	1.144155971134193095e+00
1.190000000000000036e+01	1.181385323091754147e+00
