1.000000000000000056e-01	2.928209651069587109e-04
2.999999999999999889e-01	8.784627547954575741e-04
5.000000000000000000e-01	1.464104002078138369e-03
6.999999999999999556e-01	1.770395067464999861e-03
9.000000000000000222e-01	1.972813066150659947e-03
1.100000000000000089e+00	1.116780293314413586e-02
1.300000000000000044e+00	2.385395812672625251e-02
1.500000000000000000e+00	3.927789562183814365e-02
1.699999999999999956e+00	5.721315841702423466e-02
1.899999999999999911e+00	7.791758446257307513e-02
2.100000000000000089e+00	9.922016122825533246e-02
2.299999999999999822e+00	1.200856039725882451e-01
2.500000000000000000e+00	1.405231253082752929e-01
2.700000000000000178e+00	1.606842653857900316e-01
2.899999999999999911e+00	1.807881429322154010e-01
3.100000000000000089e+00	2.010343333171493718e-01
3.299999999999999822e+00	2.216165703942100107e-01
3.500000000000000000e+00	2.426188370703471486e-01
3.700000000000000178e+00	2.639985089952874842e-01
3.899999999999999911e+00	2.857083255206303019e-01
4.099999999999999645e+00	3.077368281702055341e-01
4.299999999999999822e+00	3.300243749417892114e-01
4.500000000000000000e+00	3.524835836584778170e-01
4.700000000000000178e+00	3.750335944399928456e-01
4.900000000000000355e+00	3.976094731982442454e-01
5.099999999999999645e+00	4.201869241900466068e-01
5.299999999999999822e+00	4.427647079684677300e-01
5.500000000000000000e+00	4.653427701708330866e-01
5.700000000000000178e+00	4.879205173259847927e-01
5.900000000000000355e+00	5.104983771844476825e-01
6.099999999999999645e+00	5.330767905298919862e-01
6.299999999999999822e+00	5.556562627758071526e-01
6.500000000000000000e+00	5.782372876893507874e-01
6.700000000000000178e+00	6.008203941458094555e-01
6.900000000000000355e+00	6.234060886962918824e-01
7.099999999999999645e+00	6.459937497866189426e-01
7.299999999999999822e+00	6.685825826241205139e-01
7.500000000000000000e+00	6.911732238121259808e-01
7.700000000000000178e+00	7.137663671658819320e-01
7.900000000000000355e+00	7.363613768325633080e-01
8.099999999999999645e+00	7.589578323309050800e-01
8.300000000000000711e+00	7.815559582652890080e-01
8.500000000000000000e+00	8.041569303240747590e-01
8.699999999999999289e+00	8.267621550023694921e-01
8.900000000000000355e+00	8.493712792908584275e-01
9.099999999999999645e+00	8.719829495661747254e-01
9.300000000000000711e+00	8.945976466777753044e-01
9.500000000000000000e+00	9.172168060304007886e-01
9.699999999999999289e+00	9.398391390632243603e-01
9.900000000000000355e+00	9.624618271039926398e-01
1.009999999999999964e+01	9.850845139901632797e-01
1.030000000000000071e+01	1.007707199712640111e+00
1.050000000000000000e+01	1.030329884417556352e+00
1.069999999999999929e+01	1.052952568240572040e+00
1.090000000000000036e+01	1.075575251309382585e+00
1.109999999999999964e+01	1.098197933745827637e+00
1.130000000000000071e+01	1.120820615667621700e+00
1.150000000000000000e+01	1.143443297189806529e+00
1.169999999999999929e+01	1.166065978426048311e+00
1.190000000000000036e+01	1.188688659489831378e+00
