0.000000000000000000e+00	0.000000000000000000e+00	5.514148713069650931e-01	4.994469484899635159e-01	0.000000000000000000e+00	1.172294071579004004e+00	5.497429685789683163e-01
1.000499999999971412e-01	0.000000000000000000e+00	5.509154609916460110e-01	5.093012970265923256e-01	0.000000000000000000e+00	1.159626035334279548e+00	5.491835072395565565e-01
2.000499999999861278e-01	0.000000000000000000e+00	5.600277032115394960e-01	5.283240000994458008e-01	0.000000000000000000e+00	1.144139907991627680e+00	5.453973899644752876e-01
3.000499999999751144e-01	0.000000000000000000e+00	5.726923096001487190e-01	5.496416152066786465e-01	0.000000000000000000e+00	1.139581026424591359e+00	5.458169495283679007e-01
4.000499999999641010e-01	0.000000000000000000e+00	5.808386412231774099e-01	5.652580256321172447e-01	0.000000000000000000e+00	1.144400526563018383e+00	5.468865738180558322e-01
5.000499999999531431e-01	0.000000000000000000e+00	6.074662286693841562e-01	5.798101574019675075e-01	0.000000000000000000e+00	1.164080374477533653e+00	5.484308913129750662e-01
6.000499999999421297e-01	0.000000000000000000e+00	6.393913831379428592e-01	5.960383071940740241e-01	0.000000000000000000e+00	1.193490058873387438e+00	5.522180042458867399e-01
7.000499999999311163e-01	0.000000000000000000e+00	6.637872553272695653e-01	6.127357438778686660e-01	0.000000000000000000e+00	1.250522427402251502e+00	5.532103455411845339e-01
8.000499999999201028e-01	0.000000000000000000e+00	7.014083111337232612e-01	6.285675624809995421e-01	0.000000000000000000e+00	1.316920254309009719e+00	5.556853535708371483e-01
9.000499999999090894e-01	0.000000000000000000e+00	7.287955443601985550e-01	6.433066178409919678e-01	0.000000000000000000e+00	1.339879074747809984e+00	5.548413700140902849e-01
1.000049999999898187e+00	0.000000000000000000e+00	7.399933728088280427e-01	6.624067408747302821e-01	0.000000000000000000e+00	1.337980337896220506e+00	5.550777514646944022e-01
1.100000000000109113e+00	0.000000000000000000e+00	7.507697881205623869e-01	6.852866725854105390e-01	0.000000000000000000e+00	1.343934582281798296e+00	5.542710304589664183e-01
1.200000000000320144e+00	0.000000000000000000e+00	7.581542781954742072e-01	7.110719169046249011e-01	0.000000000000000000e+00	1.369276956318420391e+00	5.515143522690223454e-01
1.300000000000531175e+00	0.000000000000000000e+00	7.619404836921939150e-01	7.316329889198774916e-01	0.000000000000000000e+00	1.406445740159866897e+00	5.485974683884543568e-01
1.400000000000742206e+00	0.000000000000000000e+00	7.579280687518028525e-01	7.526607698241607469e-01	0.000000000000000000e+00	1.464703501846162714e+00	5.446842137197984712e-01
1.500000000000953237e+00	0.000000000000000000e+00	7.547292554426618949e-01	7.733709838483022736e-01	0.000000000000000000e+00	1.513582482873285784e+00	5.387564755600522393e-01
1.600000000001164269e+00	0.000000000000000000e+00	7.570895346442017004e-01	7.937780382722203765e-01	0.000000000000000000e+00	1.469696649637436403e+00	5.320727816600711035e-01
1.700000000001375300e+00	0.000000000000000000e+00	7.552903710618272815e-01	8.120802142975390714e-01	0.000000000000000000e+00	1.421120861185920292e+00	5.262871406562110721e-01
1.800000000001586331e+00	0.000000000000000000e+00	7.667206292690842417e-01	8.254636054534043588e-01	0.000000000000000000e+00	1.381338885726532739e+00	5.178766302176371905e-01
1.900000000001797362e+00	0.000000000000000000e+00	7.982149393150200778e-01	8.386607940009954687e-01	0.000000000000000000e+00	1.341494480263044409e+00	5.085681242978338235e-01
2.000000000002008171e+00	0.000000000000000000e+00	8.431570326714421526e-01	8.514286472100176528e-01	0.000000000000000000e+00	1.304299491732783256e+00	5.018871172550496418e-01
2.100000000001775113e+00	0.000000000000000000e+00	9.105525055453289607e-01	8.607864291178224381e-01	0.000000000000000000e+00	1.264802937926077009e+00	4.921734755966942210e-01
