5.002499999999857061e-02	1.284438607493572526e+00	0.000000000000000000e+00	1.870633066102216580e+00	0.000000000000000000e+00
1.500499999999916345e-01	1.494264136824452915e+00	0.000000000000000000e+00	2.003435166636773790e+00	0.000000000000000000e+00
2.500499999999806211e-01	1.579056485512111196e+00	0.000000000000000000e+00	2.021795555840901759e+00	0.000000000000000000e+00
3.500499999999696077e-01	1.625815416613433984e+00	0.000000000000000000e+00	2.019632344868612872e+00	0.000000000000000000e+00
4.500499999999586498e-01	1.653960357462035624e+00	0.000000000000000000e+00	2.012679064432878917e+00	0.000000000000000000e+00
5.500499999999476364e-01	1.663393233639673952e+00	0.000000000000000000e+00	2.000700067015049211e+00	0.000000000000000000e+00
6.500499999999366230e-01	1.666358610644960603e+00	0.000000000000000000e+00	1.983970955886242171e+00	0.000000000000000000e+00
7.500499999999256096e-01	1.662341013379220689e+00	0.000000000000000000e+00	1.963316758629517711e+00	0.000000000000000000e+00
8.500499999999145961e-01	1.660715758454713642e+00	0.000000000000000000e+00	1.940422153717624720e+00	0.000000000000000000e+00
9.500499999999036937e-01	1.661111133190171341e+00	0.000000000000000000e+00	1.917344529043630841e+00	0.000000000000000000e+00
1.050025000000003761e+00	1.671124844029868273e+00	0.000000000000000000e+00	1.898828472622015706e+00	0.000000000000000000e+00
1.150000000000214628e+00	1.685499327879137921e+00	0.000000000000000000e+00	1.884202220454552990e+00	0.000000000000000000e+00
1.250000000000425660e+00	1.705954501074459007e+00	0.000000000000000000e+00	1.865169118487595368e+00	0.000000000000000000e+00
1.350000000000636691e+00	1.725548129551693455e+00	0.000000000000000000e+00	1.854958283867881974e+00	0.000000000000000000e+00
1.450000000000847722e+00	1.748294517481853827e+00	0.000000000000000000e+00	1.844879576911957031e+00	0.000000000000000000e+00
1.550000000001058753e+00	1.768576100767039527e+00	0.000000000000000000e+00	1.836921749923756453e+00	0.000000000000000000e+00
1.650000000001269784e+00	1.790237599271098601e+00	0.000000000000000000e+00	1.837145896148403734e+00	0.000000000000000000e+00
1.750000000001480815e+00	1.808240661325240861e+00	0.000000000000000000e+00	1.839985584867526613e+00	0.000000000000000000e+00
1.850000000001691847e+00	1.824271514081182932e+00	0.000000000000000000e+00	1.840120739219617496e+00	0.000000000000000000e+00
1.950000000001902656e+00	1.836687802993071106e+00	0.000000000000000000e+00	1.831442179905870882e+00	0.000000000000000000e+00
2.050000000001891642e+00	1.846092046634626449e+00	0.000000000000000000e+00	1.809512179233209839e+00	0.000000000000000000e+00
2.150000000001658584e+00	1.853006928384004492e+00	0.000000000000000000e+00	1.786142422499572335e+00	0.000000000000000000e+00
2.250000000001425526e+00	1.856993359798770005e+00	0.000000000000000000e+00	1.742867518962131879e+00	0.000000000000000000e+00
2.350000000001192468e+00	1.860289737545726796e+00	0.000000000000000000e+00	1.722607982165670792e+00	0.000000000000000000e+00
2.450000000000959410e+00	1.859812398559987479e+00	0.000000000000000000e+00	1.713047900484255592e+00	0.000000000000000000e+00
2.550000000000726352e+00	1.857967857456821692e+00	0.000000000000000000e+00	1.687766538748047829e+00	0.000000000000000000e+00
2.650000000000493294e+00	1.854646120531009190e+00	0.000000000000000000e+00	1.665758301868508706e+00	0.000000000000000000e+00
2.750000000000260236e+00	1.850497243673784320e+00	0.000000000000000000e+00	1.614908294616135942e+00	0.000000000000000000e+00
2.850025000000027120e+00	1.846035809886538592e+00	0.000000000000000000e+00	1.597827350815346659e+00	1.000000000000000000e+00
2.950049999999794004e+00	1.840386510207908222e+00	0.000000000000000000e+00	1.571471550531489125e+00	1.000000000000000000e+00
3.050049999999560946e+00	1.833378558817624571e+00	0.000000000000000000e+00	1.538170042314853214e+00	1.000000000000000000e+00
3.150049999999327888e+00	1.825335628657938969e+00	0.000000000000000000e+00	1.501551823179278600e+00	1.000000000000000000e+00
3.250049999999094830e+00	1.816535055068021487e+00	0.000000000000000000e+00	1.441268783869160464e+00	1.000000000000000000e+00
3.350049999998861772e+00	1.807603284464676996e+00	0.000000000000000000e+00	1.419061272608259427e+00	1.000000000000000000e+00
3.450049999998628714e+00	1.795983859003740024e+00	0.000000000000000000e+00	1.310217918733629361e+00	1.000000000000000000e+00
3.550049999998395656e+00	1.783956037336344780e+00	0.000000000000000000e+00	1.227795077182293415e+00	1.000000000000000000e+00
3.650049999998162598e+00	1.775201830078712684e+00	0.000000000000000000e+00	1.104493189910300321e+00	1.000000000000000000e+00
3.750049999997929540e+00	1.769135645117778211e+00	0.000000000000000000e+00	1.049904967380908438e+00	1.000000000000000000e+00
3.850049999997696482e+00	1.762896059743298105e+00	0.000000000000000000e+00	9.822307240574611464e-01	1.000000000000000000e+00
3.950049999997463424e+00	1.761185561723865423e+00	0.000000000000000000e+00	9.083446526796183917e-01	1.000000000000000000e+00
4.050049999997230366e+00	1.758383389767301352e+00	0.000000000000000000e+00	7.803869885816506757e-01	1.000000000000000000e+00
4.150049999996997308e+00	1.758461007720787173e+00	0.000000000000000000e+00	6.734649832883256027e-01	1.000000000000000000e+00
4.250049999996764249e+00	1.761421803890651949e+00	0.000000000000000000e+00	6.235682099291406377e-01	1.000000000000000000e+00
4.350049999996531191e+00	1.764026963861722086e+00	0.000000000000000000e+00	6.662591143121110449e-01	1.000000000000000000e+00
4.450049999996298133e+00	1.764755320733196076e+00	0.000000000000000000e+00	7.232464369759478151e-01	1.000000000000000000e+00
4.550049999996065075e+00	1.764967086282478670e+00	0.000000000000000000e+00	8.123226199648350132e-01	1.000000000000000000e+00
4.650049999995832017e+00	1.765406195422769997e+00	0.000000000000000000e+00	8.290486283346366614e-01	1.000000000000000000e+00
4.750049999995598959e+00	1.762460376672641882e+00	0.000000000000000000e+00	8.038996645184945944e-01	0.000000000000000000e+00
4.850049999995365901e+00	1.757353880424691983e+00	0.000000000000000000e+00	7.703036113136091378e-01	0.000000000000000000e+00
4.950049999995132843e+00	1.748681300340052536e+00	0.000000000000000000e+00	8.200203113346002937e-01	0.000000000000000000e+00
5.050074999994899727e+00	1.735382289915723630e+00	0.000000000000000000e+00	9.321009632186416649e-01	0.000000000000000000e+00
5.150099999994666611e+00	1.722419132267766662e+00	0.000000000000000000e+00	1.124752388848156315e+00	1.000000000000000000e+00
5.250099999994433553e+00	1.706851863753203524e+00	0.000000000000000000e+00	1.372399362982409610e+00	1.000000000000000000e+00
5.350099999994200495e+00	1.691932678714996641e+00	0.000000000000000000e+00	1.543801307707957093e+00	1.000000000000000000e+00
5.450099999993967437e+00	1.676094959206907875e+00	0.000000000000000000e+00	1.715241547292004842e+00	1.000000000000000000e+00
5.550099999993734379e+00	1.656391075187172435e+00	0.000000000000000000e+00	1.804587694361454719e+00	1.000000000000000000e+00
5.650099999993501321e+00	1.636632409147600553e+00	0.000000000000000000e+00	1.900850324959287407e+00	1.000000000000000000e+00
5.750099999993268263e+00	1.613990062327772312e+00	0.000000000000000000e+00	2.000774632637300154e+00	1.000000000000000000e+00
